name,credits,institution
Riya,53,NIT Surathkal
Arjun,166,IIT Madras
Vikram,102,BITS Pilani
Simran,38,IIT Kanpur
Simran,111,NIT Surathkal
Suresh,84,IIIT Hyderabad
Riya,160,BITS Pilani
Manish,23,IIT Kanpur
Simran,138,JNU
Neha,35,DU
Riya,45,IIT Delhi
Priya,171,NIT Surathkal
Vikram,69,JNU
Mehul,40,BITS Pilani
Nisha,27,JNU
Ankit,28,IIIT Hyderabad
Rahul,123,NIT Trichy
Rohit,58,BITS Pilani
Mehul,113,IIT Delhi
Deepak,145,IIT Madras
Simran,131,JNU
Vikram,154,IIT Bombay
Pooja,179,BITS Pilani
Amit,72,DU
Manish,113,IIIT Hyderabad
Nisha,171,IIT Delhi
Ankit,179,IIT Kanpur
Deepak,133,NIT Trichy
Simran,55,IIIT Hyderabad
Amit,140,IIT Bombay
Vikas,131,IIT Bombay
Kiran,22,IIT Delhi
Arjun,140,IIT Kanpur
Kiran,164,IIT Bombay
Suresh,72,IIIT Hyderabad
Rohit,155,IIT Delhi
Riya,55,JNU
Sneha,152,DU
Suresh,141,IIT Kanpur
Priya,24,IIT Kanpur
Nisha,149,BITS Pilani
Kiran,74,IIT Delhi
Mehul,97,NIT Trichy
Ankit,161,IIIT Hyderabad
Rahul,57,JNU
Priya,90,DU
Nisha,129,BITS Pilani
Kiran,177,IIT Kanpur
Amit,51,JNU
Ankit,34,NIT Surathkal
Mehul,161,IIT Kanpur
Nisha,158,IIT Delhi
Riya,150,JNU
Manish,175,NIT Surathkal
Amit,83,JNU
Kavita,89,IIIT Hyderabad
Pooja,145,IIT Kanpur
Riya,177,IIT Kanpur
Riya,115,BITS Pilani
Suresh,38,IIT Bombay
Mehul,103,JNU
Simran,138,IIT Bombay
Rohit,141,NIT Trichy
Kavita,128,JNU
Ankit,49,BITS Pilani
Vikas,146,IIT Madras
Rahul,128,IIT Delhi
Manish,77,NIT Surathkal
Vikram,125,IIT Madras
Kiran,107,IIT Madras
Pooja,117,IIT Madras
Nisha,150,IIT Bombay
Kavita,112,JNU
Rohit,51,JNU
Kavita,140,IIT Delhi
Simran,179,IIT Delhi
Manish,144,IIT Madras
Vikas,47,DU
Priya,72,DU
Manish,105,IIT Bombay
Deepak,86,IIT Bombay
Manish,171,NIT Surathkal
Kiran,166,IIT Kanpur
Suresh,177,NIT Trichy
Riya,80,NIT Trichy
Kavita,125,IIT Bombay
Vikram,62,IIT Madras
Rohit,154,IIT Delhi
Amit,140,BITS Pilani
Priya,92,BITS Pilani
Suresh,140,BITS Pilani
Neha,69,IIT Bombay
Mehul,93,BITS Pilani
Neha,33,NIT Trichy
Mehul,24,IIT Madras
Kiran,153,DU
Nisha,157,IIIT Hyderabad
Pooja,82,IIT Madras
Kavita,114,IIIT Hyderabad
Kiran,117,IIT Bombay
Ankit,81,BITS Pilani
Deepak,65,IIT Bombay
Ankit,78,IIT Delhi
Manish,123,NIT Surathkal
Neha,97,IIT Delhi
Rahul,127,JNU
Kiran,150,IIIT Hyderabad
Riya,160,BITS Pilani
Deepak,122,IIT Madras
Amit,105,BITS Pilani
Sneha,155,IIT Kanpur
Ankit,41,BITS Pilani
Suresh,31,IIT Madras
Riya,71,DU
Rohit,84,BITS Pilani
Vikram,169,NIT Trichy
Nisha,88,IIT Delhi
Arjun,178,NIT Surathkal
Ankit,74,IIT Kanpur
Amit,67,JNU
Vikas,163,NIT Surathkal
Priya,147,IIT Kanpur
Vikas,63,IIT Delhi
Sneha,171,NIT Surathkal
Sneha,26,JNU
Vikas,58,BITS Pilani
Sneha,35,IIT Madras
Nisha,174,NIT Trichy
Kavita,79,IIT Kanpur
Ankit,36,IIIT Hyderabad
Priya,115,DU
Priya,103,BITS Pilani
Vikas,104,JNU
Deepak,134,NIT Trichy
Priya,59,NIT Surathkal
Nisha,21,JNU
Kavita,71,IIT Bombay
Nisha,72,BITS Pilani
Suresh,52,IIT Madras
Mehul,111,JNU
Deepak,107,BITS Pilani
Amit,23,BITS Pilani
Kiran,90,DU
Amit,164,IIT Kanpur
Kavita,158,BITS Pilani
Rahul,117,IIT Delhi
Deepak,76,IIT Kanpur
Manish,28,IIT Bombay
Sneha,40,IIIT Hyderabad
Mehul,24,DU
Suresh,178,IIT Bombay
Nisha,90,JNU
Neha,125,IIT Bombay
Kavita,49,DU
Arjun,46,NIT Surathkal
Neha,24,BITS Pilani
Neha,151,IIT Bombay
Sneha,35,IIT Kanpur
Priya,38,IIT Kanpur
Kiran,107,IIT Bombay
Rahul,160,IIT Bombay
Ankit,155,DU
Pooja,91,IIT Bombay
Vikas,134,IIT Madras
Kiran,147,DU
Kavita,166,IIT Kanpur
Simran,56,IIT Bombay
Kiran,142,IIT Delhi
Ankit,89,NIT Trichy
Suresh,34,BITS Pilani
Deepak,129,JNU
Amit,55,IIT Kanpur
Vikram,128,BITS Pilani
Riya,31,IIT Kanpur
Rohit,177,IIT Delhi
Ankit,22,IIT Delhi
Mehul,168,NIT Trichy
Amit,39,IIIT Hyderabad
Priya,151,NIT Trichy
Manish,49,DU
Simran,67,IIT Madras
Rohit,125,IIIT Hyderabad
Riya,41,IIT Bombay
Kavita,178,IIT Madras
Vikas,91,IIIT Hyderabad
Ankit,106,IIT Madras
Mehul,47,NIT Surathkal
Simran,65,NIT Surathkal
Kiran,162,BITS Pilani
Kiran,153,NIT Surathkal
Neha,170,BITS Pilani
Rahul,94,IIT Kanpur
Mehul,133,NIT Trichy
Simran,44,NIT Surathkal
Sneha,104,IIT Bombay
Pooja,155,DU
Simran,160,DU
Arjun,102,IIT Kanpur
Manish,134,DU
Deepak,151,IIT Kanpur
Ankit,171,IIT Madras
Priya,77,NIT Surathkal
Priya,115,JNU
Priya,172,BITS Pilani
Manish,55,NIT Trichy
Vikram,167,JNU
Ankit,62,IIT Bombay
Vikram,44,NIT Surathkal
Rahul,67,NIT Surathkal
Kavita,20,BITS Pilani
Arjun,24,IIT Madras
Kiran,29,BITS Pilani
Riya,35,IIT Madras
Priya,85,IIT Bombay
Sneha,27,IIIT Hyderabad
Vikas,60,IIT Delhi
Sneha,131,IIIT Hyderabad
Nisha,79,NIT Trichy
Kiran,27,IIT Kanpur
Pooja,138,BITS Pilani
Vikram,160,IIIT Hyderabad
Suresh,155,DU
Priya,145,IIT Bombay
Rohit,65,IIT Madras
Vikram,58,NIT Trichy
Amit,63,IIT Madras
Deepak,131,IIT Madras
Kiran,150,DU
Deepak,134,BITS Pilani
Kiran,47,NIT Trichy
Mehul,114,BITS Pilani
Simran,64,JNU
Vikas,48,NIT Surathkal
Simran,107,IIT Delhi
Kavita,161,DU
Vikas,165,IIT Kanpur
Amit,45,IIT Bombay
Riya,66,NIT Trichy
Neha,163,IIT Madras
Arjun,98,IIT Delhi
Priya,168,IIT Delhi
Simran,63,NIT Surathkal
Riya,70,IIT Delhi
Amit,173,IIT Delhi
Kiran,62,BITS Pilani
Rahul,114,IIT Kanpur
Neha,60,IIT Madras
Riya,150,IIT Bombay
Simran,133,IIT Kanpur
Simran,58,BITS Pilani
Arjun,58,IIT Bombay
Nisha,37,IIIT Hyderabad
Neha,162,DU
Ankit,28,IIT Bombay
Priya,78,NIT Surathkal
Arjun,145,IIIT Hyderabad
Kavita,105,IIT Bombay
Neha,83,DU
Amit,57,IIT Bombay
Pooja,146,NIT Trichy
Neha,156,NIT Trichy
Suresh,74,IIT Kanpur
Arjun,66,IIT Kanpur
Vikas,26,NIT Trichy
Rahul,101,IIT Kanpur
Sneha,80,IIIT Hyderabad
Neha,128,IIT Bombay
Kiran,98,IIIT Hyderabad
Neha,60,BITS Pilani
Manish,88,IIT Kanpur
Nisha,24,IIIT Hyderabad
Manish,76,IIT Madras
Vikram,124,DU
Kiran,131,BITS Pilani
Kavita,78,NIT Trichy
Amit,113,NIT Surathkal
Nisha,27,JNU
Neha,117,IIIT Hyderabad
Ankit,95,IIT Bombay
Suresh,151,DU
Rohit,132,NIT Surathkal
Pooja,58,IIT Delhi
Manish,97,IIT Madras
Simran,47,IIT Delhi
Priya,122,IIIT Hyderabad
Simran,146,IIT Madras
Mehul,152,DU
Suresh,142,IIT Kanpur
Arjun,109,NIT Trichy
Simran,105,IIT Madras
Rohit,162,IIT Bombay
Mehul,142,IIT Madras
Neha,98,IIT Bombay
Priya,152,IIT Madras
Mehul,140,NIT Trichy
Ankit,64,IIIT Hyderabad
Rahul,55,IIIT Hyderabad
Arjun,110,NIT Trichy
Deepak,175,IIT Delhi
Arjun,24,NIT Trichy
Manish,52,IIT Bombay
Rohit,38,IIIT Hyderabad
Riya,39,IIT Bombay
Kiran,103,NIT Trichy
Kiran,45,IIT Bombay
Pooja,111,IIT Kanpur
Kiran,131,NIT Trichy
Kavita,24,DU
Kavita,62,NIT Surathkal
Vikas,141,NIT Trichy
Rahul,81,DU
Riya,72,JNU
Priya,61,IIT Madras
Riya,23,IIT Kanpur
Vikas,95,IIT Delhi
Simran,47,IIT Bombay
Priya,110,DU
Rahul,107,BITS Pilani
Ankit,55,JNU
Suresh,159,IIT Kanpur
Sneha,170,IIT Kanpur
Vikas,175,JNU
Deepak,46,NIT Surathkal
Simran,88,BITS Pilani
Kiran,143,NIT Trichy
Vikas,131,IIIT Hyderabad
Simran,179,JNU
Simran,75,IIT Delhi
Priya,117,IIT Kanpur
Simran,28,IIT Bombay
Arjun,65,DU
Rahul,178,JNU
Rohit,82,IIT Delhi
Sneha,146,IIT Madras
Amit,27,BITS Pilani
Deepak,62,NIT Surathkal
Deepak,178,IIT Kanpur
Ankit,131,DU
Mehul,132,BITS Pilani
Deepak,178,NIT Trichy
Simran,166,JNU
Ankit,86,BITS Pilani
Neha,26,IIT Kanpur
Priya,152,IIT Kanpur
Vikas,127,NIT Trichy
Rohit,155,NIT Surathkal
Nisha,82,NIT Surathkal
Simran,128,IIT Bombay
Simran,39,IIT Madras
Riya,98,IIT Kanpur
Ankit,71,JNU
Deepak,170,DU
Deepak,81,IIIT Hyderabad
Ankit,70,NIT Trichy
Priya,70,NIT Trichy
Kiran,163,JNU
Manish,56,JNU
Kavita,32,IIT Delhi
Kiran,38,IIT Delhi
Arjun,66,BITS Pilani
Amit,66,JNU
Amit,118,BITS Pilani
Vikram,95,NIT Trichy
Vikas,111,NIT Trichy
Rohit,105,JNU
Mehul,126,IIIT Hyderabad
Nisha,177,NIT Surathkal
Rahul,134,IIIT Hyderabad
Vikas,123,NIT Trichy
Priya,40,BITS Pilani
Mehul,156,NIT Trichy
Kavita,147,IIT Delhi
Priya,68,IIT Delhi
Pooja,60,IIT Delhi
Rahul,137,DU
Vikram,169,IIT Bombay
Priya,104,BITS Pilani
Kiran,71,IIIT Hyderabad
Riya,49,BITS Pilani
Manish,69,JNU
Pooja,64,BITS Pilani
Kiran,155,DU
Vikram,115,IIT Bombay
Rahul,147,IIIT Hyderabad
Manish,116,BITS Pilani
Simran,139,NIT Surathkal
Pooja,65,JNU
Kiran,99,IIT Kanpur
Manish,140,JNU
Ankit,105,DU
Suresh,20,JNU
Suresh,98,DU
Vikas,172,IIT Bombay
Amit,128,JNU
Riya,178,JNU
Ankit,138,NIT Trichy
Vikram,139,IIIT Hyderabad
Kiran,174,IIT Madras
Amit,22,NIT Trichy
Vikas,51,IIIT Hyderabad
Pooja,93,JNU
Kiran,180,IIT Kanpur
Arjun,103,IIT Kanpur
Vikram,111,IIT Delhi
Deepak,125,JNU
Rahul,176,JNU
Rahul,118,BITS Pilani
Kiran,124,IIT Bombay
Manish,69,NIT Trichy
Arjun,64,JNU
Vikram,69,IIT Bombay
Vikram,124,IIT Kanpur
Deepak,32,IIT Delhi
Priya,33,IIT Bombay
Manish,50,BITS Pilani
Riya,48,IIT Bombay
Amit,88,IIT Kanpur
Deepak,152,NIT Surathkal
Suresh,168,DU
Kavita,21,DU
Ankit,30,NIT Surathkal
Vikas,88,DU
Pooja,89,NIT Surathkal
Vikram,61,IIT Delhi
Mehul,108,IIT Kanpur
Pooja,73,IIT Delhi
Priya,120,IIT Madras
Suresh,110,JNU
Sneha,154,NIT Surathkal
Manish,114,DU
Mehul,56,IIT Madras
Arjun,36,NIT Surathkal
Manish,163,IIT Delhi
Amit,151,DU
Pooja,56,NIT Surathkal
Manish,43,IIT Kanpur
Kavita,172,NIT Trichy
Rohit,86,DU
Pooja,73,IIT Delhi
Kiran,57,IIT Madras
Mehul,94,DU
Rohit,143,JNU
Rahul,172,IIT Delhi
Vikram,130,DU
Rahul,125,IIT Delhi
Kavita,51,NIT Trichy
Priya,91,IIT Bombay
Riya,167,JNU
Rohit,100,BITS Pilani
Deepak,124,IIT Delhi
Ankit,92,BITS Pilani
Suresh,101,IIIT Hyderabad
Pooja,83,IIT Madras
Manish,144,BITS Pilani
Amit,166,IIT Kanpur
Nisha,104,NIT Trichy
Sneha,35,IIT Kanpur
Rahul,174,JNU
Pooja,66,NIT Surathkal
Suresh,35,NIT Surathkal
Amit,50,IIT Madras
Kavita,59,IIT Kanpur
Rohit,37,BITS Pilani
Deepak,120,BITS Pilani
Amit,86,IIT Bombay
Ankit,113,IIT Bombay
Pooja,80,IIT Kanpur
Vikram,28,IIT Delhi
Suresh,132,BITS Pilani
Suresh,38,IIT Madras
Amit,61,IIT Bombay
Ankit,42,JNU
Riya,128,IIT Bombay
Mehul,169,IIT Delhi
Amit,37,NIT Trichy
Kavita,145,IIT Bombay
Manish,83,IIT Bombay
Ankit,172,DU
Simran,126,BITS Pilani
Deepak,40,IIT Madras
Simran,161,NIT Trichy
Kiran,172,NIT Surathkal
Kavita,134,IIIT Hyderabad
Amit,136,IIT Delhi
Ankit,89,JNU
Neha,105,IIT Bombay
Priya,97,IIT Madras
Kiran,108,IIIT Hyderabad
Mehul,143,IIT Bombay
Arjun,176,NIT Surathkal
Rahul,27,IIT Bombay
Kavita,31,NIT Surathkal
Nisha,139,IIIT Hyderabad
Kiran,166,IIT Kanpur
Ankit,120,JNU
Manish,52,NIT Trichy
Kavita,161,BITS Pilani
Deepak,54,NIT Surathkal
Neha,95,IIT Madras
Ankit,94,JNU
Priya,101,IIT Bombay
Vikram,59,JNU
Ankit,38,IIT Madras
Rahul,95,DU
Manish,26,DU
Nisha,165,IIT Madras
Manish,51,IIT Delhi
Amit,99,IIT Bombay
Vikas,88,IIT Madras
Vikram,107,BITS Pilani
Simran,36,BITS Pilani
Deepak,44,IIT Delhi
Amit,99,IIIT Hyderabad
Arjun,59,BITS Pilani
Vikas,159,NIT Surathkal
Rahul,132,IIT Delhi
Kavita,95,IIIT Hyderabad
Pooja,149,IIT Delhi
Simran,91,IIIT Hyderabad
Amit,169,NIT Surathkal
Ankit,174,DU
Arjun,100,IIT Kanpur
Suresh,42,NIT Trichy
Rahul,23,IIT Madras
Vikram,31,IIT Delhi
Arjun,96,JNU
Manish,76,DU
Kavita,31,IIT Kanpur
Riya,57,IIT Kanpur
Riya,56,NIT Surathkal
Pooja,22,NIT Surathkal
Suresh,153,JNU
Rohit,113,DU
Rahul,61,NIT Trichy
Priya,92,IIT Kanpur
Neha,167,IIIT Hyderabad
Simran,108,JNU
Manish,133,IIIT Hyderabad
Arjun,84,IIIT Hyderabad
Vikram,132,IIT Kanpur
Suresh,67,IIT Bombay
Suresh,138,DU
Suresh,139,NIT Surathkal
Mehul,48,NIT Trichy
Amit,160,DU
Kiran,173,DU
Kavita,120,IIT Bombay
Simran,42,BITS Pilani
Rohit,39,IIIT Hyderabad
Kiran,51,IIT Bombay
Arjun,138,NIT Trichy
Vikas,71,IIT Madras
Amit,76,DU
Rohit,173,IIT Delhi
Manish,30,DU
Rahul,142,IIT Delhi
Rohit,58,BITS Pilani
Pooja,40,NIT Surathkal
Kavita,126,IIT Madras
Amit,177,IIT Madras
Pooja,138,IIT Kanpur
Ankit,125,NIT Surathkal
Neha,24,IIT Madras
Ankit,70,NIT Trichy
Vikas,76,IIT Madras
Ankit,161,BITS Pilani
Nisha,108,IIT Madras
Pooja,118,NIT Surathkal
Nisha,78,IIT Bombay
Kavita,26,DU
Suresh,161,IIT Kanpur
Nisha,171,JNU
Vikram,106,IIT Bombay
Neha,148,BITS Pilani
Arjun,36,IIIT Hyderabad
Mehul,172,IIT Madras
Kiran,144,BITS Pilani
Nisha,72,IIIT Hyderabad
Nisha,82,BITS Pilani
Kiran,117,IIT Kanpur
Sneha,109,JNU
Kavita,169,IIT Bombay
Sneha,151,IIIT Hyderabad
Mehul,109,IIT Bombay
Deepak,70,BITS Pilani
Rohit,56,IIT Madras
Nisha,113,IIT Delhi
Riya,33,NIT Trichy
Rahul,164,DU
Rohit,155,JNU
Kavita,56,IIT Kanpur
Rohit,158,IIT Delhi
Amit,68,DU
Pooja,142,JNU
Riya,144,IIT Bombay
Nisha,172,BITS Pilani
Arjun,106,IIT Kanpur
Rohit,118,IIIT Hyderabad
Pooja,176,NIT Trichy
Kavita,165,IIT Bombay
Suresh,92,IIT Kanpur
Vikram,78,IIT Kanpur
Priya,37,DU
Rohit,95,NIT Trichy
Pooja,142,IIT Kanpur
Pooja,36,BITS Pilani
Rohit,144,IIT Madras
Nisha,95,JNU
Amit,152,IIT Delhi
Rohit,137,IIT Delhi
Vikas,145,IIIT Hyderabad
Neha,165,IIT Delhi
Rohit,128,NIT Trichy
Rohit,34,IIT Bombay
Mehul,80,IIT Bombay
Priya,24,JNU
Pooja,51,BITS Pilani
Vikram,161,IIT Bombay
Riya,107,IIT Delhi
Arjun,147,IIT Delhi
Kiran,35,NIT Surathkal
Neha,96,NIT Surathkal
Manish,53,IIT Kanpur
Simran,135,JNU
Deepak,114,IIT Madras
Simran,131,IIT Delhi
Ankit,85,BITS Pilani
Riya,164,IIT Bombay
Kiran,111,IIT Kanpur
Manish,153,IIT Madras
Manish,86,NIT Surathkal
Kavita,159,IIT Delhi
Kiran,154,IIIT Hyderabad
Manish,130,IIT Kanpur
Nisha,163,IIT Bombay
Pooja,135,IIIT Hyderabad
Pooja,163,BITS Pilani
Riya,134,IIIT Hyderabad
Deepak,33,IIT Bombay
Pooja,128,JNU
Mehul,29,BITS Pilani
Rahul,50,IIT Delhi
Arjun,156,JNU
Riya,89,IIIT Hyderabad
Simran,103,IIT Bombay
Ankit,150,IIT Kanpur
Ankit,65,IIIT Hyderabad
Pooja,157,IIT Kanpur
Riya,41,IIT Kanpur
Rahul,64,IIT Delhi
Nisha,51,IIIT Hyderabad
Nisha,50,NIT Trichy
Kavita,68,IIIT Hyderabad
Mehul,176,IIT Madras
Pooja,63,DU
Arjun,177,IIT Bombay
Rahul,146,DU
Vikas,141,JNU
Arjun,125,BITS Pilani
Amit,121,JNU
Sneha,92,NIT Trichy
Vikram,30,NIT Surathkal
Vikram,117,BITS Pilani
Arjun,44,IIT Madras
Arjun,175,DU
Deepak,32,IIT Delhi
Nisha,154,DU
Arjun,129,NIT Trichy
Vikram,123,JNU
Kavita,26,BITS Pilani
Vikram,96,DU
Amit,180,BITS Pilani
Vikram,37,DU
Ankit,111,JNU
Priya,111,NIT Surathkal
Kavita,118,IIT Kanpur
Deepak,52,IIT Madras
Amit,26,IIT Delhi
Riya,118,IIT Delhi
Priya,108,IIT Bombay
Vikram,66,BITS Pilani
Nisha,105,IIT Bombay
Sneha,79,JNU
Kiran,29,JNU
Neha,31,JNU
Manish,102,NIT Trichy
Sneha,164,IIT Madras
Priya,154,BITS Pilani
Pooja,112,JNU
Deepak,67,JNU
Deepak,40,JNU
Riya,97,IIT Kanpur
Sneha,122,IIT Kanpur
Manish,146,NIT Trichy
Kavita,45,DU
Deepak,57,IIIT Hyderabad
Rohit,25,JNU
Suresh,98,DU
Kavita,58,IIT Kanpur
Ankit,94,IIT Bombay
Suresh,76,NIT Trichy
Rohit,41,NIT Trichy
Suresh,67,IIT Madras
Arjun,114,NIT Surathkal
Deepak,145,IIT Delhi
Neha,66,NIT Surathkal
Rohit,169,IIIT Hyderabad
Vikas,29,NIT Surathkal
Sneha,103,IIT Kanpur
Neha,92,DU
Simran,176,BITS Pilani
Riya,90,NIT Surathkal
Ankit,144,IIT Bombay
Arjun,144,JNU
Rahul,119,DU
Kavita,79,IIIT Hyderabad
Mehul,77,IIT Delhi
Mehul,33,NIT Trichy
Pooja,41,IIT Madras
Amit,104,IIT Madras
Priya,100,IIT Kanpur
Arjun,142,IIIT Hyderabad
Vikas,171,JNU
Mehul,43,NIT Surathkal
Vikram,20,IIT Delhi
Mehul,158,NIT Trichy
Riya,178,IIT Bombay
Vikas,108,NIT Surathkal
Simran,23,BITS Pilani
Rahul,148,DU
Ankit,108,BITS Pilani
Priya,116,IIIT Hyderabad
Ankit,119,IIT Delhi
Kavita,121,IIIT Hyderabad
Kiran,131,IIT Delhi
Ankit,97,IIT Kanpur
Sneha,136,IIT Madras
Suresh,56,DU
Arjun,153,DU
Mehul,134,NIT Surathkal
Mehul,59,IIIT Hyderabad
Pooja,129,IIT Bombay
Vikas,79,IIIT Hyderabad
Priya,114,BITS Pilani
Nisha,62,NIT Trichy
Nisha,176,NIT Trichy
Vikas,94,NIT Trichy
Ankit,51,IIIT Hyderabad
Nisha,115,IIT Delhi
Vikram,96,JNU
Kiran,135,NIT Trichy
Mehul,65,NIT Trichy
Sneha,108,JNU
Vikas,162,DU
Rahul,157,IIT Delhi
Nisha,61,IIT Delhi
Riya,164,IIT Kanpur
Sneha,40,DU
Mehul,80,DU
Deepak,31,IIIT Hyderabad
Vikas,152,IIT Delhi
Mehul,176,IIT Delhi
Kiran,169,IIIT Hyderabad
Kiran,122,DU
Rahul,32,BITS Pilani
Rohit,87,IIT Kanpur
Amit,42,IIT Bombay
Suresh,55,NIT Surathkal
Arjun,134,IIT Kanpur
Vikas,109,DU
Nisha,136,JNU
Simran,83,IIIT Hyderabad
Vikas,136,IIT Bombay
Rahul,123,DU
Riya,105,IIT Kanpur
Mehul,125,BITS Pilani
Riya,131,DU
Amit,122,NIT Trichy
Nisha,144,IIT Delhi
Ankit,63,JNU
Nisha,164,JNU
Amit,81,IIIT Hyderabad
Amit,80,IIT Madras
Rahul,138,BITS Pilani
Manish,121,BITS Pilani
Vikas,73,IIT Madras
Simran,157,NIT Surathkal
Neha,56,IIIT Hyderabad
Vikas,180,NIT Trichy
Mehul,108,IIT Kanpur
Nisha,170,IIT Bombay
Rahul,139,IIT Delhi
Vikram,143,NIT Surathkal
Riya,51,BITS Pilani
Priya,62,JNU
Vikas,123,IIT Madras
Vikas,112,IIT Kanpur
Pooja,139,NIT Surathkal
Deepak,63,IIT Delhi
Neha,21,BITS Pilani
Deepak,169,NIT Surathkal
Pooja,127,BITS Pilani
Suresh,79,BITS Pilani
Suresh,100,NIT Trichy
Ankit,60,IIT Kanpur
Nisha,102,NIT Trichy
Rohit,103,IIT Bombay
Manish,177,NIT Trichy
Manish,75,BITS Pilani
Arjun,36,NIT Trichy
Arjun,50,IIT Madras
Ankit,42,BITS Pilani
Vikas,161,JNU
Manish,58,IIIT Hyderabad
Vikram,171,NIT Trichy
Manish,110,IIIT Hyderabad
Rohit,37,BITS Pilani
Suresh,91,IIT Delhi
Vikas,102,IIT Kanpur
Kavita,154,NIT Trichy
Vikas,178,DU
Mehul,48,IIIT Hyderabad
Kiran,137,DU
Simran,28,NIT Surathkal
Vikas,122,BITS Pilani
Sneha,129,NIT Surathkal
Manish,172,JNU
Sneha,133,IIT Bombay
Neha,170,DU
Ankit,132,IIT Delhi
Neha,120,IIT Kanpur
Amit,78,IIT Bombay
Pooja,105,DU
Kiran,137,BITS Pilani
Vikram,27,BITS Pilani
Neha,23,NIT Surathkal
Deepak,54,NIT Trichy
Sneha,168,IIT Delhi
Amit,99,DU
Mehul,105,NIT Surathkal
Vikas,161,DU
Rahul,62,NIT Trichy
Simran,56,BITS Pilani
Ankit,48,IIIT Hyderabad
Kiran,70,BITS Pilani
Vikram,100,IIT Kanpur
Vikas,153,IIT Madras
Kavita,157,IIIT Hyderabad
Sneha,59,IIT Madras
Pooja,142,IIT Bombay
Suresh,75,NIT Surathkal
Pooja,136,NIT Trichy
Simran,154,IIIT Hyderabad
Suresh,22,BITS Pilani
Amit,157,NIT Surathkal
Arjun,129,JNU
Priya,117,IIIT Hyderabad
Ankit,112,IIT Bombay
Arjun,106,DU
Manish,89,NIT Trichy
Riya,176,IIT Madras
Suresh,89,JNU
Vikram,63,IIIT Hyderabad
Simran,86,NIT Trichy
Rahul,29,IIIT Hyderabad
Kavita,129,IIT Madras
Kiran,77,NIT Trichy
Vikram,75,IIT Delhi
Pooja,152,JNU
Riya,91,IIT Bombay
Nisha,144,NIT Surathkal
Arjun,79,IIT Bombay
Mehul,128,IIT Delhi
Vikas,98,IIT Delhi
Riya,78,BITS Pilani
Suresh,119,IIIT Hyderabad
Neha,91,IIIT Hyderabad
Kavita,59,JNU
Kavita,114,IIT Kanpur
Vikas,152,JNU
Pooja,39,DU
Riya,59,BITS Pilani
Riya,106,NIT Surathkal
Vikas,144,IIIT Hyderabad
Manish,130,IIT Bombay
Ankit,68,NIT Surathkal
Manish,35,IIIT Hyderabad
Kavita,146,NIT Surathkal
Ankit,123,IIIT Hyderabad
Pooja,124,IIT Madras
Suresh,26,NIT Surathkal
Mehul,32,IIT Kanpur
Ankit,89,JNU
Sneha,22,JNU
Kavita,142,BITS Pilani
Ankit,151,NIT Trichy
Sneha,145,NIT Surathkal
Suresh,174,DU
Simran,117,BITS Pilani
Nisha,82,JNU
Vikas,127,IIT Kanpur
Vikas,27,IIT Kanpur
Mehul,39,IIT Kanpur
Deepak,97,IIT Kanpur
Neha,114,NIT Surathkal
Pooja,131,DU
Vikram,112,IIT Bombay
Priya,109,IIT Madras
Rahul,166,IIT Bombay
Neha,180,IIT Madras
Neha,57,NIT Trichy
Kavita,145,NIT Trichy
Simran,36,IIT Delhi
Deepak,179,IIT Kanpur
Suresh,21,IIT Kanpur
Mehul,139,IIT Kanpur
Riya,91,DU
Kiran,176,IIT Kanpur
Riya,99,NIT Trichy
Kiran,135,IIT Delhi
Pooja,134,NIT Surathkal
Priya,107,IIT Kanpur
Riya,58,IIIT Hyderabad
Suresh,145,IIT Bombay
Ankit,109,NIT Trichy
Amit,43,IIT Bombay
Neha,100,NIT Trichy
Sneha,121,NIT Surathkal
Priya,41,IIT Kanpur
Ankit,79,IIT Madras
Vikas,129,IIT Bombay
Ankit,84,JNU
Kiran,168,JNU
Rohit,86,NIT Surathkal
Amit,180,IIT Kanpur
Mehul,38,IIIT Hyderabad
Sneha,59,DU
Vikas,54,NIT Trichy
Nisha,25,NIT Trichy
Manish,136,NIT Surathkal
Ankit,47,BITS Pilani
Pooja,126,DU
Vikram,143,IIT Madras
Amit,31,JNU
Simran,132,DU
Deepak,150,JNU
Pooja,92,IIT Delhi
Nisha,62,DU
Neha,116,BITS Pilani
Rohit,61,IIIT Hyderabad
Amit,123,JNU
Vikas,143,NIT Trichy
Manish,116,IIIT Hyderabad
Deepak,135,BITS Pilani
Vikram,132,IIT Madras
Sneha,146,IIT Madras
Arjun,133,IIT Madras
Ankit,45,IIT Bombay
Kiran,107,IIIT Hyderabad
Amit,108,BITS Pilani
Mehul,38,DU
Vikas,32,NIT Surathkal
Suresh,41,IIT Delhi
Priya,31,IIIT Hyderabad
Simran,34,IIIT Hyderabad
Pooja,37,NIT Surathkal
Pooja,74,JNU
Deepak,23,IIT Delhi
Ankit,170,NIT Surathkal
Ankit,122,JNU
Neha,87,IIT Delhi
Amit,103,IIT Bombay
Rohit,180,IIT Kanpur
Pooja,149,IIIT Hyderabad
Vikram,44,IIT Kanpur
Deepak,41,IIT Madras
Simran,173,NIT Trichy
Nisha,130,IIT Bombay
Riya,132,BITS Pilani
Sneha,175,NIT Trichy
Priya,174,DU
Rahul,26,BITS Pilani
Sneha,103,BITS Pilani
Simran,173,IIT Delhi
Kiran,172,IIT Kanpur
